book,label,chunk_id,group,fw_the,fw_and,fw_of,fw_to,fw_that,fw_in,fw_he,fw_shall,fw_for,fw_unto,fw_his,fw_i,fw_a,fw_not,fw_be,fw_they,fw_it,fw_is,fw_with,fw_him,fw_them,fw_but,fw_as,fw_have,fw_was,fw_which,fw_all,fw_my,fw_thou,fw_me,fw_their,fw_ye,fw_you,fw_this,fw_will,fw_from,fw_are,fw_were,fw_by,fw_we,fw_her,fw_she,fw_or,fw_when,fw_then,fw_out,fw_up,fw_upon,fw_so,fw_if,fw_at,fw_on,fw_what,fw_there,fw_no,fw_man,fw_now,fw_also,fw_more,fw_before,fw_because,fw_into,fw_after,fw_can,fw_may,fw_might,fw_do,fw_did,fw_done,fw_had,fw_has,fw_been,fw_am,fw_art,fw_hath,fw_thee,fw_thy,fw_your,fw_our,fw_us,fw_who,fw_whom,fw_whose,fw_any,fw_every,fw_none,fw_both,fw_such,fw_same,fw_other,fw_another,fw_therefore,fw_wherefore,fw_yet,fw_neither,fw_nor,fw_either,fw_while,fw_until,fw_against,fw_among,fw_through,fw_over,fw_under,fw_between,avg_sent_len,std_sent_len,avg_word_len,ttr,n_words
Isaiah,Isaiah_1-39,0,proto_isaiah,73.61563517915309,45.60260586319218,56.02605863192182,16.938110749185668,8.469055374592834,12.377850162866448,4.560260586319218,18.892508143322473,18.24104234527687,0.0,9.120521172638435,7.817589576547231,9.771986970684038,2.6058631921824107,18.24104234527687,13.680781758957655,4.560260586319218,14.332247557003257,5.863192182410423,0.6514657980456027,5.211726384364821,2.6058631921824107,7.166123778501628,9.120521172638435,0.6514657980456027,2.6058631921824107,6.514657980456026,7.166123778501628,0.0,3.9087947882736156,12.377850162866448,0.0,15.635179153094462,1.9543973941368078,16.286644951140065,9.120521172638435,9.771986970684038,0.0,1.9543973941368078,1.9543973941368078,1.3029315960912053,0.6514657980456027,1.9543973941368078,3.257328990228013,0.0,1.9543973941368078,3.9087947882736156,1.3029315960912053,0.0,1.3029315960912053,1.9543973941368078,1.9543973941368078,1.9543973941368078,3.257328990228013,2.6058631921824107,5.863192182410423,1.3029315960912053,1.3029315960912053,3.257328990228013,3.257328990228013,1.3029315960912053,4.560260586319218,0.6514657980456027,0.6514657980456027,0.0,0.0,1.3029315960912053,0.0,0.0,1.3029315960912053,3.9087947882736156,2.6058631921824107,0.6514657980456027,0.0,0.0,0.0,0.0,14.332247557003257,1.3029315960912053,1.3029315960912053,3.257328990228013,0.0,1.3029315960912053,1.9543973941368078,1.3029315960912053,0.0,0.6514657980456027,0.0,0.0,0.0,0.6514657980456027,1.3029315960912053,0.0,0.0,3.257328990228013,0.6514657980456027,0.0,0.0,0.0,3.9087947882736156,0.0,0.0,1.3029315960912053,0.6514657980456027,0.6514657980456027,13.008474576271187,9.846702762864382,4.188273615635179,0.3283387622149837,1535
Isaiah,Isaiah_1-39,1,proto_isaiah,73.02631578947368,50.6578947368421,44.07894736842105,14.473684210526315,8.552631578947368,17.105263157894736,9.868421052631579,11.842105263157896,15.131578947368421,0.0,9.210526315789473,11.18421052631579,17.763157894736842,1.3157894736842104,13.157894736842104,7.2368421052631575,15.789473684210527,11.18421052631579,10.526315789473683,2.631578947368421,4.605263157894736,6.578947368421052,5.263157894736842,5.263157894736842,0.6578947368421052,0.6578947368421052,1.973684210526316,7.2368421052631575,0.0,3.289473684210526,18.421052631578945,0.0,4.605263157894736,2.631578947368421,20.394736842105264,4.605263157894736,6.578947368421052,0.0,3.947368421052632,1.973684210526316,1.3157894736842104,0.6578947368421052,0.6578947368421052,1.3157894736842104,2.631578947368421,2.631578947368421,5.263157894736842,0.0,1.3157894736842104,0.6578947368421052,1.973684210526316,3.947368421052632,1.973684210526316,2.631578947368421,3.289473684210526,1.973684210526316,1.3157894736842104,1.3157894736842104,0.6578947368421052,0.0,1.973684210526316,2.631578947368421,0.0,0.0,1.973684210526316,0.0,1.3157894736842104,0.6578947368421052,1.3157894736842104,1.973684210526316,2.631578947368421,0.6578947368421052,1.973684210526316,0.0,0.0,0.0,0.0,4.605263157894736,1.973684210526316,1.3157894736842104,12.5,0.6578947368421052,0.6578947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6578947368421052,3.289473684210526,0.0,0.0,1.3157894736842104,1.973684210526316,0.0,0.0,1.3157894736842104,1.973684210526316,2.631578947368421,0.0,1.973684210526316,0.0,0.6578947368421052,15.510204081632653,11.279604944919514,4.076973684210526,0.34407894736842104,1520
Isaiah,Isaiah_1-39,2,proto_isaiah,80.26315789473684,49.3421052631579,47.36842105263158,18.421052631578945,14.473684210526315,19.07894736842105,7.894736842105264,13.81578947368421,20.394736842105264,0.0,8.552631578947368,5.263157894736842,18.421052631578945,6.578947368421052,19.07894736842105,8.552631578947368,20.394736842105264,13.157894736842104,9.868421052631579,1.3157894736842104,1.973684210526316,3.947368421052632,3.947368421052632,4.605263157894736,1.3157894736842104,1.3157894736842104,7.2368421052631575,2.631578947368421,0.0,3.947368421052632,3.947368421052632,0.0,13.157894736842104,4.605263157894736,24.342105263157894,3.947368421052632,3.289473684210526,1.3157894736842104,2.631578947368421,0.0,0.6578947368421052,0.6578947368421052,0.6578947368421052,3.289473684210526,1.973684210526316,1.973684210526316,3.289473684210526,0.6578947368421052,1.3157894736842104,1.973684210526316,1.3157894736842104,9.868421052631579,0.6578947368421052,4.605263157894736,1.973684210526316,2.631578947368421,1.973684210526316,1.973684210526316,0.6578947368421052,1.973684210526316,3.289473684210526,2.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.289473684210526,0.0,0.0,0.0,0.0,0.0,0.0,3.947368421052632,0.0,1.973684210526316,5.921052631578948,0.6578947368421052,1.3157894736842104,0.0,0.6578947368421052,0.0,0.6578947368421052,0.0,0.0,0.0,0.0,1.3157894736842104,0.0,0.6578947368421052,1.973684210526316,0.6578947368421052,0.6578947368421052,0.0,0.6578947368421052,2.631578947368421,1.3157894736842104,1.3157894736842104,1.973684210526316,0.0,0.0,16.344086021505376,9.420287674140745,4.006578947368421,0.3125,1520
Isaiah,Isaiah_1-39,3,proto_isaiah,84.899546338302,44.718081659105636,47.310434219053796,11.665586519766688,10.369410239792613,13.609850939727803,12.313674659753726,3.240440699935191,12.961762799740765,0.0,27.219701879455606,6.480881399870382,17.498379779650033,7.777057679844459,12.313674659753726,6.480881399870382,9.721322099805572,11.665586519766688,9.721322099805572,5.832793259883344,4.536616979909268,5.832793259883344,5.832793259883344,9.721322099805572,0.6480881399870383,0.6480881399870383,5.832793259883344,7.128969539857421,0.0,0.6480881399870383,8.425145819831496,0.0,4.536616979909268,3.8885288399222295,46.01425793907971,9.073233959818536,3.240440699935191,0.0,3.8885288399222295,1.2961762799740766,1.2961762799740766,0.0,1.9442644199611148,1.2961762799740766,0.0,3.8885288399222295,5.832793259883344,0.0,2.592352559948153,1.2961762799740766,3.240440699935191,6.480881399870382,0.6480881399870383,0.6480881399870383,1.9442644199611148,1.2961762799740766,0.0,0.0,0.6480881399870383,0.0,0.6480881399870383,0.0,0.0,0.0,1.2961762799740766,0.6480881399870383,1.2961762799740766,1.2961762799740766,1.2961762799740766,0.0,4.536616979909268,0.6480881399870383,0.0,0.0,0.0,0.0,0.0,3.240440699935191,0.0,0.0,11.01749837977965,0.6480881399870383,1.2961762799740766,0.0,0.6480881399870383,0.0,0.6480881399870383,0.0,0.0,0.0,0.0,3.8885288399222295,0.0,1.2961762799740766,2.592352559948153,0.6480881399870383,0.0,0.6480881399870383,0.0,5.832793259883344,1.2961762799740766,1.2961762799740766,1.9442644199611148,1.9442644199611148,0.0,14.695238095238095,9.271691487455175,4.067401166558652,0.30589760207388206,1543
Isaiah,Isaiah_1-39,4,proto_isaiah,80.0794176042356,37.72336201191264,44.34149569821311,15.883520847121112,9.927200529450696,20.516214427531434,3.309066843150232,3.309066843150232,14.55989410986102,0.0,8.603573792190604,13.236267372600928,10.589013898080742,7.27994705493051,13.236267372600928,12.57445400397088,9.265387160820648,12.57445400397088,9.927200529450696,0.6618133686300464,7.941760423560556,1.3236267372600927,5.294506949040371,7.27994705493051,0.6618133686300464,1.3236267372600927,4.632693580410324,6.618133686300464,0.0,1.3236267372600927,15.221707478491066,0.0,21.178027796161484,3.309066843150232,54.930509596293845,9.265387160820648,3.970880211780278,1.985440105890139,0.6618133686300464,0.6618133686300464,1.3236267372600927,0.0,0.0,0.6618133686300464,0.6618133686300464,5.294506949040371,7.27994705493051,0.0,1.3236267372600927,0.0,3.309066843150232,5.294506949040371,0.0,4.632693580410324,2.6472534745201854,0.6618133686300464,0.0,2.6472534745201854,0.6618133686300464,0.6618133686300464,1.3236267372600927,1.985440105890139,0.0,0.0,0.6618133686300464,0.0,0.0,0.0,0.6618133686300464,0.0,6.618133686300464,0.0,0.0,0.0,0.0,0.0,0.0,7.941760423560556,0.0,1.3236267372600927,9.265387160820648,0.0,0.6618133686300464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6618133686300464,1.985440105890139,0.0,1.3236267372600927,1.3236267372600927,0.0,0.0,0.0,0.0,2.6472534745201854,1.3236267372600927,1.3236267372600927,3.309066843150232,1.985440105890139,0.0,13.736363636363636,8.039309414854525,4.135671740569159,0.3249503639973527,1511
Isaiah,Isaiah_1-39,5,proto_isaiah,96.3060686015831,38.91820580474934,58.047493403693935,17.810026385224276,12.532981530343008,22.427440633245382,3.95778364116095,3.2981530343007917,21.108179419525065,0.0,9.894459102902376,5.277044854881266,16.49076517150396,1.978891820580475,15.171503957783642,11.213720316622691,7.9155672823219,12.532981530343008,5.936675461741425,0.6596306068601583,3.95778364116095,1.978891820580475,3.2981530343007917,6.596306068601583,0.6596306068601583,4.617414248021109,3.95778364116095,3.95778364116095,0.0,0.6596306068601583,8.575197889182057,0.0,9.234828496042217,1.978891820580475,36.27968337730871,6.596306068601583,3.95778364116095,1.3192612137203166,1.978891820580475,0.6596306068601583,1.3192612137203166,0.0,1.978891820580475,4.617414248021109,0.0,7.255936675461742,3.95778364116095,0.0,0.6596306068601583,0.0,1.978891820580475,9.894459102902376,0.6596306068601583,2.638522427440633,3.2981530343007917,0.0,0.6596306068601583,0.0,1.3192612137203166,3.2981530343007917,0.6596306068601583,1.3192612137203166,0.0,1.3192612137203166,0.0,0.0,0.6596306068601583,0.0,0.0,0.0,3.95778364116095,0.0,0.0,0.0,0.0,0.0,0.0,5.936675461741425,0.0,1.3192612137203166,3.95778364116095,0.0,1.3192612137203166,0.0,0.6596306068601583,0.0,0.0,0.0,0.0,0.0,0.0,3.95778364116095,0.0,1.3192612137203166,1.3192612137203166,0.0,0.6596306068601583,0.0,0.0,3.2981530343007917,0.0,0.0,3.2981530343007917,0.0,0.0,13.657657657657658,9.440659138210785,4.189973614775726,0.34102902374670185,1516
Isaiah,Isaiah_1-39,6,proto_isaiah,87.24388631857236,44.9438202247191,62.78916060806344,22.47191011235955,12.557832121612691,22.47191011235955,8.592200925313946,1.9828155981493722,11.235955056179774,0.0,1.3218770654329146,9.91407799074686,20.489094514210176,1.3218770654329146,15.20158625247852,11.896893588896232,7.270323859881032,3.304692663582287,6.609385327164574,3.304692663582287,5.948446794448116,0.6609385327164573,1.9828155981493722,6.609385327164574,0.6609385327164573,2.643754130865829,6.609385327164574,7.270323859881032,0.0,5.948446794448116,1.9828155981493722,0.0,14.540647719762063,2.643754130865829,33.70786516853933,8.592200925313946,6.609385327164574,3.304692663582287,4.626569729015202,2.643754130865829,1.9828155981493722,0.0,1.3218770654329146,1.3218770654329146,0.6609385327164573,1.3218770654329146,2.643754130865829,0.0,2.643754130865829,0.6609385327164573,2.643754130865829,1.9828155981493722,3.304692663582287,2.643754130865829,0.6609385327164573,1.3218770654329146,1.3218770654329146,1.3218770654329146,0.6609385327164573,0.0,3.304692663582287,2.643754130865829,0.0,1.3218770654329146,0.6609385327164573,0.0,1.3218770654329146,1.3218770654329146,0.6609385327164573,0.6609385327164573,5.287508261731658,0.6609385327164573,1.9828155981493722,0.0,0.0,0.0,0.0,4.626569729015202,0.6609385327164573,0.0,7.270323859881032,0.6609385327164573,0.0,0.6609385327164573,0.6609385327164573,0.0,0.0,0.0,0.0,0.0,0.0,1.3218770654329146,0.0,0.0,1.9828155981493722,0.0,0.0,0.0,0.6609385327164573,1.3218770654329146,0.0,0.6609385327164573,1.9828155981493722,0.0,0.6609385327164573,13.043103448275861,8.844823385090084,4.132848645076008,0.33377395902181095,1513
Isaiah,Isaiah_1-39,7,proto_isaiah,100.58403634003894,25.308241401687216,48.02076573653471,15.574302401038288,12.329656067488644,16.223231667748216,9.085009733939001,1.2978585334198571,12.329656067488644,0.0,5.840363400389357,8.436080467229072,20.765736534717714,2.5957170668397143,18.81894873458793,7.138221933809215,15.574302401038288,14.925373134328359,11.031797534068787,2.5957170668397143,0.6489292667099286,0.6489292667099286,7.138221933809215,7.787151200519144,2.5957170668397143,0.0,7.787151200519144,1.2978585334198571,0.0,0.6489292667099286,1.2978585334198571,0.0,20.116807268007786,4.542504866969501,43.47826086956522,7.138221933809215,6.489292667099286,0.0,0.6489292667099286,0.6489292667099286,4.542504866969501,1.2978585334198571,0.0,1.946787800129786,0.6489292667099286,2.5957170668397143,5.1914341336794285,0.0,5.1914341336794285,0.0,0.6489292667099286,7.787151200519144,0.6489292667099286,3.893575600259572,5.840363400389357,1.2978585334198571,0.0,0.6489292667099286,1.2978585334198571,1.2978585334198571,1.2978585334198571,3.893575600259572,1.946787800129786,0.0,1.2978585334198571,0.0,0.0,0.0,1.2978585334198571,0.0,8.436080467229072,1.2978585334198571,0.0,0.0,0.0,0.0,0.0,7.138221933809215,0.0,0.0,7.138221933809215,0.6489292667099286,2.5957170668397143,0.6489292667099286,1.2978585334198571,0.0,0.0,0.0,0.0,0.0,0.0,2.5957170668397143,0.0,0.0,0.6489292667099286,1.946787800129786,0.0,0.0,0.0,1.2978585334198571,0.6489292667099286,0.6489292667099286,3.893575600259572,0.6489292667099286,0.0,11.586466165413533,7.293140066068339,4.102530824140168,0.3075924724205062,1541
Isaiah,Isaiah_1-39,8,proto_isaiah,70.53394858272907,34.93737640079104,34.93737640079104,16.479894528675015,11.20632827949901,28.345418589321028,17.139090309822016,7.910349373764008,14.502307185234015,0.0,8.569545154911008,7.251153592617007,16.479894528675015,6.591957811470007,12.524719841793011,10.54713249835201,10.54713249835201,12.524719841793011,14.502307185234015,3.2959789057350033,11.865524060646012,3.2959789057350033,3.2959789057350033,14.502307185234015,0.6591957811470006,2.6367831245880025,3.955174686882004,3.2959789057350033,0.0,2.6367831245880025,0.6591957811470006,0.0,15.820698747528017,6.591957811470007,32.95978905735003,1.977587343441002,8.569545154911008,1.977587343441002,2.6367831245880025,9.88793671720501,3.2959789057350033,0.0,1.3183915622940012,3.955174686882004,0.6591957811470006,3.955174686882004,1.3183915622940012,0.0,1.3183915622940012,0.6591957811470006,1.3183915622940012,9.88793671720501,0.0,2.6367831245880025,2.6367831245880025,0.0,0.0,1.977587343441002,0.6591957811470006,1.3183915622940012,1.3183915622940012,0.6591957811470006,0.0,0.0,1.977587343441002,0.0,0.6591957811470006,0.0,0.6591957811470006,0.6591957811470006,3.2959789057350033,1.977587343441002,0.6591957811470006,0.0,0.0,0.0,0.0,10.54713249835201,3.2959789057350033,3.2959789057350033,10.54713249835201,1.977587343441002,0.0,0.6591957811470006,0.6591957811470006,0.0,0.0,0.0,0.0,0.6591957811470006,0.6591957811470006,3.955174686882004,0.0,1.977587343441002,0.6591957811470006,0.0,0.0,0.0,0.6591957811470006,0.0,0.0,1.3183915622940012,0.6591957811470006,1.3183915622940012,0.0,12.537190082644628,8.024797644073736,4.119314436387607,0.3177323665128543,1517
Isaiah,Isaiah_1-39,9,proto_isaiah,62.74256144890039,49.159120310478656,36.86934023285899,22.639068564036222,9.702457956015524,20.051746442432083,17.464424320827945,3.2341526520051747,12.289780077619664,0.0,6.468305304010349,5.17464424320828,25.22639068564036,6.468305304010349,22.639068564036222,5.821474773609315,12.936610608020699,10.996119016817595,9.702457956015524,3.8809831824062098,1.29366106080207,8.408796895213454,5.17464424320828,3.8809831824062098,0.0,1.29366106080207,5.17464424320828,3.8809831824062098,0.0,3.8809831824062098,7.7619663648124195,0.0,15.523932729624839,4.527813712807244,34.28201811125485,5.17464424320828,5.821474773609315,0.0,3.2341526520051747,1.29366106080207,2.58732212160414,1.29366106080207,1.9404915912031049,3.2341526520051747,0.646830530401035,9.055627425614489,1.29366106080207,0.0,1.29366106080207,0.0,3.2341526520051747,8.408796895213454,0.0,1.29366106080207,3.2341526520051747,1.29366106080207,1.29366106080207,2.58732212160414,0.646830530401035,1.29366106080207,1.9404915912031049,1.29366106080207,0.0,1.9404915912031049,3.2341526520051747,0.0,1.9404915912031049,0.0,0.0,0.0,5.17464424320828,0.646830530401035,0.0,0.0,0.0,0.0,0.0,7.115135834411385,0.0,3.2341526520051747,17.464424320827945,0.0,1.29366106080207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.115135834411385,0.0,0.646830530401035,1.29366106080207,0.646830530401035,0.0,0.646830530401035,0.646830530401035,3.8809831824062098,1.9404915912031049,1.9404915912031049,1.29366106080207,0.0,0.0,15.009708737864077,10.643832386707873,4.027166882276844,0.32729624838292365,1546
