book,label,chunk_id,group,fw_conj_vav,fw_prep_be,fw_prep_ke,fw_prep_le,fw_prep_min,fw_article_ha,fw_interrog_he,fw_et_dom,fw_asher_rel,fw_ki_causal,fw_lo_neg,fw_kol_all,fw_al_upon,fw_el_to,fw_im_with,fw_hu_pron3ms,fw_zeh_this,fw_peh_mouth_idiom,fw_yom_day,avg_word_len,std_word_len,ttr,n_words
Gen,Gen_non_P,6,non_P,180.43621943159286,38.99537343027099,5.287508261731658,62.12822207534699,8.592200925313946,54.85789821546596,2.643754130865829,56.17977528089887,17.84534038334435,13.879709187045606,8.592200925313946,11.235955056179774,13.218770654329148,21.81097157964309,3.9656311962987445,7.270323859881032,6.609385327164574,0.6609385327164573,2.643754130865829,2.2450765864332602,1.3235383104928984,0.43754130865829477,1513
Gen,Gen_non_P,7,non_P,173.65269461077844,42.58150365934797,10.645375914836993,46.57351962741185,9.314703925482368,71.19095143047238,1.3306719893546242,33.93213572854292,18.629407850964736,12.641383898868929,11.976047904191617,9.980039920159681,17.298735861610112,21.290751829673987,2.6613439787092483,9.314703925482368,5.9880239520958085,0.0,9.314703925482368,2.2321981424148607,1.3182447108749407,0.4078509647371923,1503
Gen,Gen_non_P,8,non_P,136.24338624338625,37.03703703703704,6.613756613756613,50.26455026455026,9.25925925925926,73.41269841269842,4.62962962962963,45.63492063492063,13.888888888888888,15.21164021164021,15.873015873015872,17.195767195767196,15.873015873015872,30.42328042328042,1.3227513227513228,7.2751322751322745,1.3227513227513228,1.984126984126984,3.3068783068783065,2.361799816345271,1.3217301154300982,0.4007936507936508,1512
Gen,Gen_non_P,9,non_P,167.33333333333334,31.333333333333332,8.666666666666666,70.66666666666667,12.666666666666666,51.333333333333336,4.666666666666667,36.0,19.333333333333336,18.666666666666668,12.666666666666666,12.0,10.666666666666666,31.333333333333332,2.6666666666666665,6.0,4.666666666666667,4.666666666666667,1.3333333333333333,2.277536860364267,1.3448008537470837,0.43266666666666664,1500
Gen,Gen_non_P,10,non_P,160.63675832127353,47.756874095513744,6.512301013024602,70.18813314037627,13.748191027496382,52.821997105643995,0.723589001447178,52.821997105643995,13.024602026049203,10.85383502170767,7.959479015918958,8.683068017366137,15.918958031837915,20.984081041968164,3.61794500723589,7.23589001447178,5.065123010130246,0.723589001447178,12.301013024602026,2.306063522617902,1.3320914250835212,0.42185238784370477,1382
Exod,Exod_non_P,0,non_P,194.94344644045242,36.593479707252165,3.992015968063872,45.90818363273453,17.298735861610112,85.16300731869595,2.6613439787092483,46.57351962741185,11.310711909514305,15.302727877578176,12.641383898868929,7.318695941450432,11.310711909514305,33.2667997338656,2.6613439787092483,7.318695941450432,8.649367930805056,4.657351962741184,3.32667997338656,2.3057887759611138,1.3513212086152029,0.4457751164337991,1503
Exod,Exod_non_P,1,non_P,153.48837209302326,54.48504983388705,7.973421926910298,58.47176079734219,19.933554817275745,69.1029900332226,0.0,45.847176079734226,15.946843853820596,9.966777408637872,17.940199335548172,17.27574750830565,17.940199335548172,26.578073089700997,1.9933554817275745,1.9933554817275745,3.986710963455149,0.0,6.644518272425249,2.3026196928635954,1.339289677744514,0.36943521594684386,1505
Exod,Exod_non_P,2,non_P,144.72497745716862,54.10279531109107,4.057709648331831,45.08566275924257,21.190261496844006,68.07935076645627,0.9017132551848511,41.02795311091073,9.017132551848512,16.230838593327324,16.681695220919746,21.190261496844006,15.779981965734898,19.3868349864743,4.057709648331831,2.705139765554554,6.311992786293959,0.45085662759242556,8.115419296663662,2.3234928527035428,1.3191994225004602,0.39179440937781784,2218
Num,Num_non_P,0,non_P,143.80825565912116,45.27296937416778,7.989347536617843,49.93342210386152,14.647137150466046,92.54327563249001,6.657789613848202,29.29427430093209,17.976031957390145,9.986684420772303,12.649800266311585,14.647137150466046,17.976031957390145,24.63382157123835,1.9973368841544608,12.649800266311585,5.326231691078562,1.9973368841544608,11.318242343541945,2.307977736549165,1.333787898827647,0.44607190412782954,1502
Num,Num_non_P,1,non_P,130.43478260869566,46.772068511198945,5.928853754940711,41.501976284584984,21.73913043478261,87.61528326745719,0.0,44.13702239789196,23.0566534914361,14.492753623188406,9.881422924901186,15.151515151515152,12.516469038208168,23.715415019762844,4.61133069828722,7.246376811594203,9.881422924901186,1.3175230566534915,2.635046113306983,2.284122562674095,1.3428370083640992,0.4163372859025033,1518
Num,Num_non_P,2,non_P,156.72782874617738,31.345565749235472,10.703363914373089,47.400611620795104,17.584097859327215,31.345565749235472,6.116207951070336,25.99388379204893,12.996941896024465,9.938837920489297,22.171253822629968,3.058103975535168,9.174311926605505,32.11009174311927,5.351681957186544,3.8226299694189603,9.938837920489297,5.351681957186544,1.529051987767584,2.2891174878180833,1.2954485443165715,0.4029051987767584,1308
